subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 1 Dots_one.bmp 1.103768e+02 24 999000 240 999000 999 111.39 5.333333e+02 5.833333e+02 51 14
BM2_185 1 Laffytaffyred_one.bmp 1.123829e+02 24 999000 240 999000 999 113.40 5.333333e+02 5.833333e+02 37 32
BM2_185 1 MrGoodbar.bmp 1.143820e+02 24 999000 240 999000 999 115.40 5.333333e+02 5.833333e+02 32 38
BM2_185 1 Sourpatch.bmp 1.203876e+02 11 9.770817e+02 110 5.334645e+02 98 121.41 5.500000e+02 5.833333e+02 12 54
BM2_185 1 Skittles.bmp 1.223732e+02 12 999000 120 999000 999 123.39 5.500000e+02 5.833333e+02 7 49
BM2_185 1 MilkyWay.bmp 1.243752e+02 12 999000 120 999000 999 125.39 5.500000e+02 5.833333e+02 25 37
BM2_185 1 Whatchamacallit.bmp 1.263823e+02 24 999000 240 999000 999 127.40 5.500000e+02 5.833333e+02 43 60
BM2_185 1 Snickers.bmp 1.293825e+02 12 999000 120 999000 999 130.40 5.500000e+02 5.833333e+02 26 51
BM2_185 1 FlamingCheetos.bmp 1.313827e+02 24 999000 240 999000 999 132.40 5.500000e+02 5.833333e+02 31 17
BM2_185 1 PayDay.bmp 1.383738e+02 24 999000 240 999000 999 139.39 5.500000e+02 5.833333e+02 40 41
BM2_185 1 FigNewton_small.bmp 1.403757e+02 11 9.809079e+02 110 5.500957e+02 98 141.39 5.666667e+02 5.833333e+02 16 16
BM2_185 1 Hersheymilk_several.bmp 1.443829e+02 24 999000 240 999000 999 145.40 5.666667e+02 5.833333e+02 60 26
BM2_185 1 PopTartsCinnamon.bmp 1.483843e+02 11 9.563062e+02 110 5.667803e+02 98 149.40 5.833333e+02 5.833333e+02 11 43
BM2_185 1 Riprolls.bmp 1.513876e+02 22 1.001040e+03 2200 5.834470e+02 98 152.41 5.833333e+02 5.333333e+02 53 47
BM2_185 1 Cupcakes.bmp 1.533732e+02 22 8.714465e+02 220 5.334543e+02 98 154.39 5.833333e+02 5.500000e+02 42 12
BM2_185 1 Cheezits.bmp 1.573822e+02 12 999000 120 999000 999 158.40 5.833333e+02 5.500000e+02 28 9
BM2_185 1 AnimalCrackers.bmp 1.593825e+02 12 999000 120 999000 999 160.40 5.833333e+02 5.500000e+02 21 4
BM2_185 1 KitKat_small.bmp 1.623829e+02 24 999000 240 999000 999 163.40 5.833333e+02 5.500000e+02 52 31
BM2_185 1 CheesyDoritos.bmp 1.663872e+02 24 999000 240 999000 999 167.40 5.833333e+02 5.500000e+02 48 7
BM2_185 1 Cheetos.bmp 1.683727e+02 22 9.599426e+02 220 5.501120e+02 98 169.39 5.833333e+02 5.666667e+02 45 8
BM2_185 1 Slimjim.bmp 1.733827e+02 12 999000 120 999000 999 174.40 5.833333e+02 5.666667e+02 10 50
BM2_185 1 Milkduds.bmp 1.753820e+02 24 999000 240 999000 999 176.40 5.833333e+02 5.666667e+02 39 36
BM2_185 1 RitzBitz2.bmp 1.793844e+02 12 999000 120 999000 999 180.40 5.833333e+02 5.666667e+02 14 48
BM2_185 1 Toberlorone.bmp 1.823877e+02 12 999000 120 999000 999 183.41 5.833333e+02 5.666667e+02 1 57
BM2_185 1 Laysclassic.bmp 1.853743e+02 22 8.863760e+02 220 5.667798e+02 98 186.39 5.833333e+02 5.833333e+02 38 33
