subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 2 FamousAmos_small.bmp 2.972281e+02 12 999000 120 999000 999 298.25 5.500000e+02 5.333333e+02 18 15
BM2_185 2 Riprolls.bmp 2.992303e+02 22 9.023794e+02 220 5.334638e+02 98 300.25 5.500000e+02 5.500000e+02 53 47
BM2_185 2 Granolabar.bmp 3.012158e+02 24 999000 240 999000 999 302.23 5.500000e+02 5.500000e+02 34 24
BM2_185 2 MilkyWay.bmp 3.072249e+02 12 999000 120 999000 999 308.24 5.500000e+02 5.500000e+02 25 37
BM2_185 2 PopTartsStrawberry.bmp 3.092244e+02 11 8.842807e+02 110 5.501347e+02 98 310.24 5.666667e+02 5.500000e+02 20 44
BM2_185 2 FrootLoops.bmp 3.112266e+02 24 999000 240 999000 999 312.24 5.666667e+02 5.500000e+02 54 19
BM2_185 2 100grand_small.bmp 3.132287e+02 12 999000 120 999000 999 314.25 5.666667e+02 5.500000e+02 27 1
BM2_185 2 KitKat_small.bmp 3.162155e+02 24 999000 240 999000 999 317.23 5.666667e+02 5.500000e+02 52 31
BM2_185 2 Chocolate_mm.bmp 3.182175e+02 24 999000 240 999000 999 319.24 5.666667e+02 5.500000e+02 33 11
BM2_185 2 Fritos.bmp 3.252250e+02 22 9.316759e+02 220 5.500934e+02 98 326.24 5.666667e+02 5.666667e+02 41 18
BM2_185 2 Skittles.bmp 3.272273e+02 12 999000 120 999000 999 328.24 5.666667e+02 5.666667e+02 7 49
BM2_185 2 Dots_one.bmp 3.312150e+02 24 999000 240 999000 999 332.23 5.666667e+02 5.666667e+02 51 14
BM2_185 2 Goldfish.bmp 3.352191e+02 12 999000 120 999000 999 336.24 5.666667e+02 5.666667e+02 22 23
BM2_185 2 Oreos.bmp 3.382242e+02 11 1.060434e+03 1100 5.667665e+02 98 339.24 5.166667e+02 5.666667e+02 8 40
BM2_185 2 SourSkittles.bmp 3.402245e+02 22 9.881418e+02 220 5.667604e+02 98 341.24 5.166667e+02 5.833333e+02 46 53
BM2_185 2 Twix.bmp 3.442289e+02 12 999000 120 999000 999 345.25 5.166667e+02 5.833333e+02 30 59
BM2_185 2 Ghiradelli_milk_Almonds.bmp 3.462144e+02 12 999000 120 999000 999 347.23 5.166667e+02 5.833333e+02 2 22
BM2_185 2 Snickers.bmp 3.492176e+02 12 999000 120 999000 999 350.24 5.166667e+02 5.833333e+02 26 51
BM2_185 2 PayDay.bmp 3.532246e+02 24 999000 240 999000 999 354.24 5.166667e+02 5.833333e+02 40 41
BM2_185 2 Jollyrancherred.bmp 3.552249e+02 24 999000 240 999000 999 356.24 5.166667e+02 5.833333e+02 56 29
BM2_185 2 Streusel.bmp 3.602295e+02 12 999000 120 999000 999 361.25 5.166667e+02 5.833333e+02 13 55
BM2_185 2 Slimjim.bmp 3.622151e+02 12 999000 120 999000 999 363.23 5.166667e+02 5.833333e+02 10 50
BM2_185 2 Whatchamacallit.bmp 3.662192e+02 24 999000 240 999000 999 367.24 5.166667e+02 5.833333e+02 43 60
BM2_185 2 PeanutMMs.bmp 3.692244e+02 24 999000 240 999000 999 370.24 5.166667e+02 5.833333e+02 47 42
BM2_185 2 Nutterbutter.bmp 3.722259e+02 12 999000 120 999000 999 373.24 5.166667e+02 5.833333e+02 4 39
