subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 6 PopTartsStrawberry.bmp 1.010013e+03 11 9.194789e+02 110 6.334627e+02 98 1011.03 6.500000e+02 6.833333e+02 20 44
BM2_185 6 Doritosranch.bmp 1.012015e+03 22 8.933039e+02 220 6.834347e+02 98 1013.03 6.500000e+02 7.000000e+02 49 13
BM2_185 6 PayDay.bmp 1.016003e+03 24 999000 240 999000 999 1017.02 6.500000e+02 7.000000e+02 40 41
BM2_185 6 Twix.bmp 1.020012e+03 12 999000 120 999000 999 1021.02 6.500000e+02 7.000000e+02 30 59
BM2_185 6 Jollyranchergreen.bmp 1.024012e+03 24 999000 240 999000 999 1025.03 6.500000e+02 7.000000e+02 57 28
BM2_185 6 Jollyrancherred.bmp 1.026014e+03 24 999000 240 999000 999 1027.03 6.500000e+02 7.000000e+02 56 29
BM2_185 6 Slimjim.bmp 1.028016e+03 12 999000 120 999000 999 1029.03 6.500000e+02 7.000000e+02 10 50
BM2_185 6 Ghiradelli_milk.bmp 1.030002e+03 12 999000 120 999000 999 1031.02 6.500000e+02 7.000000e+02 3 21
BM2_185 6 CheesyDoritos.bmp 1.032004e+03 24 999000 240 999000 999 1033.02 6.500000e+02 7.000000e+02 48 7
BM2_185 6 PopTartsCinnamon.bmp 1.038012e+03 11 8.569559e+02 110 6.501276e+02 98 1039.03 6.666667e+02 7.000000e+02 11 43
BM2_185 6 3Musketeers.bmp 1.041013e+03 12 999000 120 999000 999 1042.03 6.666667e+02 7.000000e+02 24 2
BM2_185 6 FlamingCheetos.bmp 1.043015e+03 24 999000 240 999000 999 1044.03 6.666667e+02 7.000000e+02 31 17
BM2_185 6 Snickers.bmp 1.045018e+03 12 999000 120 999000 999 1046.04 6.666667e+02 7.000000e+02 26 51
BM2_185 6 Whatchamacallit.bmp 1.048004e+03 24 999000 240 999000 999 1049.02 6.666667e+02 7.000000e+02 43 60
BM2_185 6 Dots_one.bmp 1.050011e+03 24 999000 240 999000 999 1051.02 6.666667e+02 7.000000e+02 51 14
BM2_185 6 AnimalCrackers.bmp 1.052011e+03 12 999000 120 999000 999 1053.03 6.666667e+02 7.000000e+02 21 4
BM2_185 6 Ghiradelli_milk_Almonds.bmp 1.054012e+03 12 999000 120 999000 999 1055.03 6.666667e+02 7.000000e+02 2 22
BM2_185 6 SnoBall.bmp 1.057014e+03 22 1.006791e+03 2200 7.001230e+02 98 1058.03 6.666667e+02 6.500000e+02 50 52
BM2_185 6 Oreos.bmp 1.059016e+03 11 999000 1 6.667735e+02 999 1060.03 6.166667e+02 6.500000e+02 8 40
BM2_185 6 100grand_small.bmp 1.061002e+03 12 999000 120 999000 999 1062.02 6.166667e+02 6.500000e+02 27 1
BM2_185 6 Chocolate_mm.bmp 1.063004e+03 24 999000 240 999000 999 1064.02 6.166667e+02 6.500000e+02 33 11
BM2_185 6 Granolabar.bmp 1.065006e+03 24 999000 240 999000 999 1066.02 6.166667e+02 6.500000e+02 34 24
BM2_185 6 SourSkittles.bmp 1.071012e+03 22 8.242860e+02 220 6.501015e+02 98 1072.03 6.166667e+02 6.666667e+02 46 53
BM2_185 6 PeanutMMs.bmp 1.074015e+03 24 999000 240 999000 999 1075.03 6.166667e+02 6.666667e+02 47 42
BM2_185 6 Funyuns_small.bmp 1.078003e+03 24 999000 240 999000 999 1079.02 6.166667e+02 6.666667e+02 36 20
BM2_185 6 Nutterbutter.bmp 1.084011e+03 12 999000 120 999000 999 1085.03 6.166667e+02 6.666667e+02 4 39
BM2_185 6 Goldfish.bmp 1.086012e+03 12 999000 120 999000 999 1087.03 6.166667e+02 6.666667e+02 22 23
BM2_185 6 Keeblerfudgestripes.bmp 1.091017e+03 12 999000 120 999000 999 1092.03 6.166667e+02 6.666667e+02 6 30
BM2_185 6 Hersheymilk_several.bmp 1.094004e+03 24 999000 240 999000 999 1095.02 6.166667e+02 6.666667e+02 60 26
BM2_185 6 HoHo.bmp 1.096006e+03 11 9.185580e+02 110 6.167772e+02 98 1097.02 6.333333e+02 6.666667e+02 15 27
BM2_185 6 Laffytaffyred_one.bmp 1.099012e+03 24 999000 240 999000 999 1100.03 6.333333e+02 6.666667e+02 37 32
BM2_185 6 Milano.bmp 1.101012e+03 12 999000 120 999000 999 1102.03 6.333333e+02 6.666667e+02 5 35
BM2_185 6 TeddyGrahamschocolate.bmp 1.105016e+03 12 999000 120 999000 999 1106.03 6.333333e+02 6.666667e+02 29 56
BM2_185 6 Streusel.bmp 1.109003e+03 12 999000 120 999000 999 1110.02 6.333333e+02 6.666667e+02 13 55
BM2_185 6 Cheetos.bmp 1.111005e+03 22 9.753262e+02 220 6.667945e+02 98 1112.02 6.333333e+02 6.833333e+02 45 8
BM2_185 6 FamousAmos_small.bmp 1.118013e+03 12 999000 120 999000 999 1119.03 6.333333e+02 6.833333e+02 18 15
BM2_185 6 Fritos.bmp 1.120015e+03 22 9.096176e+02 220 6.834582e+02 98 1121.03 6.333333e+02 7.000000e+02 41 18
BM2_185 6 PringlesRed.bmp 1.123002e+03 24 999000 240 999000 999 1124.02 6.333333e+02 7.000000e+02 35 45
BM2_185 6 BabyRuth.bmp 1.127006e+03 11 2.627361e+02 11 6.334647e+02 98 1128.02 6.500000e+02 7.000000e+02 23 5
BM2_185 6 Cupcakes.bmp 1.131012e+03 22 9.765729e+02 220 7.000934e+02 98 1132.03 6.500000e+02 7.166667e+02 42 12
BM2_185 6 ChipsAhoy_small.bmp 1.135015e+03 12 999000 120 999000 999 1136.03 6.500000e+02 7.166667e+02 9 10
BM2_185 6 Milkduds.bmp 1.138001e+03 24 999000 240 999000 999 1139.02 6.500000e+02 7.166667e+02 39 36
BM2_185 6 Toberlorone.bmp 1.140003e+03 12 999000 120 999000 999 1141.02 6.500000e+02 7.166667e+02 1 57
BM2_185 6 FrootLoops.bmp 1.144012e+03 24 999000 240 999000 999 1145.03 6.500000e+02 7.166667e+02 54 19
BM2_185 6 Hersheykisses.bmp 1.151015e+03 24 999000 240 999000 999 1152.03 6.500000e+02 7.166667e+02 59 25
