subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 10 Twix.bmp 1.800148e+03 12 999000 120 999000 999 1801.17 7.000000e+02 7.000000e+02 30 59
BM2_185 10 Goldfish.bmp 1.803135e+03 12 999000 120 999000 999 1804.15 7.000000e+02 7.000000e+02 22 23
BM2_185 10 Almondjoy.bmp 1.809145e+03 11 9.714961e+02 110 7.000994e+02 98 1810.16 7.166667e+02 7.000000e+02 19 3
BM2_185 10 Skittles.bmp 1.811146e+03 12 999000 120 999000 999 1812.16 7.166667e+02 7.000000e+02 7 49
BM2_185 10 Laysclassic.bmp 1.814147e+03 22 1.033641e+03 2200 7.001109e+02 98 1815.16 7.166667e+02 6.500000e+02 38 33
BM2_185 10 Oreos.bmp 1.816149e+03 11 9.756300e+02 110 7.167631e+02 98 1817.17 7.333333e+02 6.500000e+02 8 40
BM2_185 10 Twinkie.bmp 1.818151e+03 12 999000 120 999000 999 1819.17 7.333333e+02 6.500000e+02 17 58
BM2_185 10 Ghiradelli_milk_Almonds.bmp 1.820137e+03 12 999000 120 999000 999 1821.15 7.333333e+02 6.500000e+02 2 22
BM2_185 10 PringlesRed.bmp 1.823140e+03 24 999000 240 999000 999 1824.16 7.333333e+02 6.500000e+02 35 45
BM2_185 10 Funyuns_small.bmp 1.827145e+03 24 9.797871e+02 24 999000 98 1828.16 7.333333e+02 6.500000e+02 36 20
BM2_185 10 Keeblerfudgestripes.bmp 1.829146e+03 12 999000 120 999000 999 1830.16 7.333333e+02 6.500000e+02 6 30
BM2_185 10 ChipsAhoy_small.bmp 1.831148e+03 12 999000 120 999000 999 1832.17 7.333333e+02 6.500000e+02 9 10
BM2_185 10 Reeses.bmp 1.833151e+03 24 999000 240 999000 999 1834.17 7.333333e+02 6.500000e+02 58 46
BM2_185 10 MilkyWay.bmp 1.835136e+03 12 999000 120 999000 999 1836.15 7.333333e+02 6.500000e+02 25 37
BM2_185 10 FamousAmos_small.bmp 1.837138e+03 12 999000 120 999000 999 1838.16 7.333333e+02 6.500000e+02 18 15
BM2_185 10 Milkduds.bmp 1.841145e+03 24 999000 240 999000 999 1842.16 7.333333e+02 6.500000e+02 39 36
BM2_185 10 Streusel.bmp 1.845147e+03 12 999000 120 999000 999 1846.16 7.333333e+02 6.500000e+02 13 55
BM2_185 10 PopTartsCinnamon.bmp 1.847149e+03 11 1.039431e+03 1100 7.334510e+02 98 1848.17 6.833333e+02 6.500000e+02 11 43
BM2_185 10 Laffytaffyred_one.bmp 1.849135e+03 24 999000 240 999000 999 1850.15 6.833333e+02 6.500000e+02 37 32
BM2_185 10 BabyRuth.bmp 1.851137e+03 11 9.877575e+02 110 6.834627e+02 98 1852.15 7.000000e+02 6.500000e+02 23 5
BM2_185 10 HoHo.bmp 1.853139e+03 11 9.938414e+02 110 7.001286e+02 98 1854.16 7.166667e+02 6.500000e+02 15 27
BM2_185 10 RitzBitz2.bmp 1.859145e+03 12 999000 120 999000 999 1860.16 7.166667e+02 6.500000e+02 14 48
BM2_185 10 KitKat_small.bmp 1.861147e+03 24 999000 240 999000 999 1862.17 7.166667e+02 6.500000e+02 52 31
BM2_185 10 Granolabar.bmp 1.863150e+03 24 999000 240 999000 999 1864.17 7.166667e+02 6.500000e+02 34 24
BM2_185 10 TeddyGrahamschocolate.bmp 1.865135e+03 12 999000 120 999000 999 1866.15 7.166667e+02 6.500000e+02 29 56
BM2_185 10 Dots_one.bmp 1.868138e+03 24 999000 240 999000 999 1869.16 7.166667e+02 6.500000e+02 51 14
BM2_185 10 Butterfinger.bmp 1.870145e+03 24 999000 240 999000 999 1871.16 7.166667e+02 6.500000e+02 44 6
BM2_185 10 Milano.bmp 1.877148e+03 12 999000 120 999000 999 1878.17 7.166667e+02 6.500000e+02 5 35
BM2_185 10 3Musketeers.bmp 1.879150e+03 12 999000 120 999000 999 1880.17 7.166667e+02 6.500000e+02 24 2
BM2_185 10 CheesyDoritos.bmp 1.883138e+03 24 999000 240 999000 999 1884.16 7.166667e+02 6.500000e+02 48 7
BM2_185 10 AnimalCrackers.bmp 1.887145e+03 12 999000 120 999000 999 1888.16 7.166667e+02 6.500000e+02 21 4
BM2_185 10 Chocolate_mm.bmp 1.890145e+03 24 999000 240 999000 999 1891.16 7.166667e+02 6.500000e+02 33 11
BM2_185 10 Jollyrancherred.bmp 1.892148e+03 24 999000 240 999000 999 1893.17 7.166667e+02 6.500000e+02 56 29
BM2_185 10 Cheezits.bmp 1.896135e+03 12 999000 120 999000 999 1897.15 7.166667e+02 6.500000e+02 28 9
BM2_185 10 SourSkittles.bmp 1.898137e+03 22 999000 2 6.500930e+02 999 1899.16 7.166667e+02 6.000000e+02 46 53
BM2_185 10 Jollyranchergreen.bmp 1.901145e+03 24 999000 240 999000 999 1902.16 7.166667e+02 6.000000e+02 57 28
BM2_185 10 Ghiradelli_milk.bmp 1.905146e+03 12 999000 120 999000 999 1906.16 7.166667e+02 6.000000e+02 3 21
BM2_185 10 Whatchamacallit.bmp 1.907147e+03 24 999000 240 999000 999 1908.16 7.166667e+02 6.000000e+02 43 60
BM2_185 10 Cupcakes.bmp 1.912136e+03 22 9.646719e+02 220 6.001056e+02 98 1913.15 7.166667e+02 6.166667e+02 42 12
BM2_185 10 100grand_small.bmp 1.914138e+03 12 999000 120 999000 999 1915.16 7.166667e+02 6.166667e+02 27 1
BM2_185 10 Doritosranch.bmp 1.918145e+03 22 8.756088e+02 220 6.167946e+02 98 1919.16 7.166667e+02 6.333333e+02 49 13
BM2_185 10 SnoBall.bmp 1.921145e+03 22 8.751872e+02 220 6.334448e+02 98 1922.16 7.166667e+02 6.500000e+02 50 52
BM2_185 10 Slimjim.bmp 1.924149e+03 12 999000 120 999000 999 1925.17 7.166667e+02 6.500000e+02 10 50
