subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 4 3Musketeers.bmp 6.708642e+02 12 999000 120 999000 999 671.88 6.833333e+02 6.666667e+02 24 2
BM2_185 4 HoHo.bmp 6.728498e+02 11 9.308820e+02 110 6.834303e+02 98 673.87 7.000000e+02 6.666667e+02 15 27
BM2_185 4 Nutterbutter.bmp 6.748519e+02 12 999000 120 999000 999 675.87 7.000000e+02 6.666667e+02 4 39
BM2_185 4 PopTartsStrawberry.bmp 6.788590e+02 11 9.936537e+02 110 7.001225e+02 98 679.87 7.166667e+02 6.666667e+02 20 44
BM2_185 4 Slimjim.bmp 6.828605e+02 12 999000 120 999000 999 683.88 7.166667e+02 6.666667e+02 10 50
BM2_185 4 Whatchamacallit.bmp 6.848627e+02 24 999000 240 999000 999 685.88 7.166667e+02 6.666667e+02 43 60
BM2_185 4 BabyRuth.bmp 6.868483e+02 11 1.028390e+03 1100 7.167920e+02 98 687.87 6.666667e+02 6.666667e+02 23 5
BM2_185 4 Laysclassic.bmp 6.888503e+02 22 8.743960e+02 220 6.667588e+02 98 689.87 6.666667e+02 6.833333e+02 38 33
BM2_185 4 Milano.bmp 6.908525e+02 12 999000 120 999000 999 691.87 6.666667e+02 6.833333e+02 5 35
BM2_185 4 SourSkittles.bmp 6.968590e+02 22 9.296744e+02 220 6.834496e+02 98 697.88 6.666667e+02 7.000000e+02 46 53
BM2_185 4 Granolabar.bmp 6.988611e+02 24 999000 240 999000 999 699.88 6.666667e+02 7.000000e+02 34 24
BM2_185 4 Cheetos.bmp 7.008632e+02 22 1.005385e+03 2200 7.001261e+02 98 701.88 6.666667e+02 6.500000e+02 45 8
BM2_185 4 Cupcakes.bmp 7.028488e+02 22 8.838174e+02 220 6.501148e+02 98 703.87 6.666667e+02 6.666667e+02 42 12
BM2_185 4 Laffytaffyred_one.bmp 7.058520e+02 24 999000 240 999000 999 706.87 6.666667e+02 6.666667e+02 37 32
BM2_185 4 SnoBall.bmp 7.078590e+02 22 9.216169e+02 220 6.667672e+02 98 708.87 6.666667e+02 6.833333e+02 50 52
BM2_185 4 PayDay.bmp 7.148617e+02 24 999000 240 999000 999 715.88 6.666667e+02 6.833333e+02 40 41
BM2_185 4 Doritosranch.bmp 7.168639e+02 22 9.407425e+02 220 6.834614e+02 98 717.88 6.666667e+02 7.000000e+02 49 13
BM2_185 4 Chocolate_mm.bmp 7.208515e+02 24 999000 240 999000 999 721.87 6.666667e+02 7.000000e+02 33 11
BM2_185 4 Fritos.bmp 7.248586e+02 22 1.098039e+03 2200 7.001044e+02 98 725.87 6.666667e+02 6.500000e+02 41 18
BM2_185 4 Oreos.bmp 7.278591e+02 11 8.975861e+02 110 6.667573e+02 98 728.88 6.833333e+02 6.500000e+02 8 40
BM2_185 4 KitKat_small.bmp 7.298612e+02 24 999000 240 999000 999 730.88 6.833333e+02 6.500000e+02 52 31
BM2_185 4 FigNewton_small.bmp 7.338489e+02 11 9.397325e+02 110 6.834558e+02 98 734.87 7.000000e+02 6.500000e+02 16 16
BM2_185 4 Almondjoy.bmp 7.358509e+02 11 1.001775e+03 1100 7.001252e+02 98 736.87 6.500000e+02 6.500000e+02 19 3
BM2_185 4 Toberlorone.bmp 7.388592e+02 12 999000 120 999000 999 739.87 6.500000e+02 6.500000e+02 1 57
BM2_185 4 Dots_one.bmp 7.428585e+02 24 999000 240 999000 999 743.88 6.500000e+02 6.500000e+02 51 14
BM2_185 4 Jollyranchergreen.bmp 7.448607e+02 24 999000 240 999000 999 745.88 6.500000e+02 6.500000e+02 57 28
BM2_185 4 PeanutMMs.bmp 7.498495e+02 24 999000 240 999000 999 750.87 6.500000e+02 6.500000e+02 47 42
BM2_185 4 CheesyDoritos.bmp 7.518515e+02 24 999000 240 999000 999 752.87 6.500000e+02 6.500000e+02 48 7
BM2_185 4 Lollipopred.bmp 7.558587e+02 24 999000 240 999000 999 756.87 6.500000e+02 6.500000e+02 55 34
BM2_185 4 TeddyGrahamschocolate.bmp 7.588591e+02 12 999000 120 999000 999 759.88 6.500000e+02 6.500000e+02 29 56
BM2_185 4 Snickers.bmp 7.618623e+02 12 999000 120 999000 999 762.88 6.500000e+02 6.500000e+02 26 51
