subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 5 Granolabar.bmp 8.671599e+02 24 999000 240 999000 999 868.18 6.333333e+02 6.333333e+02 34 24
BM2_185 5 MrGoodbar.bmp 8.691613e+02 24 999000 240 999000 999 870.18 6.333333e+02 6.333333e+02 32 38
BM2_185 5 Hersheymilk_several.bmp 8.711635e+02 24 999000 240 999000 999 872.18 6.333333e+02 6.333333e+02 60 26
BM2_185 5 Hersheykisses.bmp 8.731657e+02 24 999000 240 999000 999 874.18 6.333333e+02 6.333333e+02 59 25
BM2_185 5 Laffytaffyred_one.bmp 8.751513e+02 24 999000 240 999000 999 876.17 6.333333e+02 6.333333e+02 37 32
BM2_185 5 CheesyDoritos.bmp 8.771533e+02 24 999000 240 999000 999 878.17 6.333333e+02 6.333333e+02 48 7
BM2_185 5 Riprolls.bmp 8.811594e+02 22 9.812414e+02 220 6.334456e+02 98 882.18 6.333333e+02 6.500000e+02 53 47
BM2_185 5 Oreos.bmp 8.851620e+02 11 9.226321e+02 110 6.334538e+02 98 886.18 6.500000e+02 6.500000e+02 8 40
BM2_185 5 3Musketeers.bmp 8.871641e+02 12 999000 120 999000 999 888.18 6.500000e+02 6.500000e+02 24 2
BM2_185 5 PopTartsStrawberry.bmp 8.891497e+02 11 9.269085e+02 110 6.501185e+02 98 890.17 6.666667e+02 6.500000e+02 20 44
BM2_185 5 Ghiradelli_milk_Almonds.bmp 8.911517e+02 12 999000 120 999000 999 892.17 6.666667e+02 6.500000e+02 2 22
BM2_185 5 Skittles.bmp 8.931541e+02 12 999000 120 999000 999 894.17 6.666667e+02 6.500000e+02 7 49
BM2_185 5 PeanutMMs.bmp 8.991603e+02 24 999000 240 999000 999 900.18 6.666667e+02 6.500000e+02 47 42
BM2_185 5 Jollyranchergreen.bmp 9.011625e+02 24 999000 240 999000 999 902.18 6.666667e+02 6.500000e+02 57 28
BM2_185 5 Chocolate_mm.bmp 9.031648e+02 24 999000 240 999000 999 904.18 6.666667e+02 6.500000e+02 33 11
BM2_185 5 Jollyrancherred.bmp 9.051503e+02 24 999000 240 999000 999 906.17 6.666667e+02 6.500000e+02 56 29
BM2_185 5 Cheezits.bmp 9.081534e+02 12 999000 120 999000 999 909.17 6.666667e+02 6.500000e+02 28 9
BM2_185 5 RitzBitz2.bmp 9.101594e+02 12 999000 120 999000 999 911.17 6.666667e+02 6.500000e+02 14 48
BM2_185 5 PopTartsCinnamon.bmp 9.171631e+02 11 9.855666e+02 110 6.667918e+02 98 918.18 6.833333e+02 6.500000e+02 11 43
BM2_185 5 Whatchamacallit.bmp 9.191652e+02 24 999000 240 999000 999 920.18 6.833333e+02 6.500000e+02 43 60
BM2_185 5 Lollipopred.bmp 9.231529e+02 24 999000 240 999000 999 924.17 6.833333e+02 6.500000e+02 55 34
BM2_185 5 Twix.bmp 9.271600e+02 12 999000 120 999000 999 928.17 6.833333e+02 6.500000e+02 30 59
BM2_185 5 Sourpatch.bmp 9.301604e+02 11 1.092256e+03 1100 6.834257e+02 98 931.18 6.333333e+02 6.500000e+02 12 54
BM2_185 5 Doritosranch.bmp 9.321628e+02 22 1.073833e+03 2200 6.501060e+02 98 933.18 6.333333e+02 6.000000e+02 49 13
BM2_185 5 Toberlorone.bmp 9.361503e+02 12 999000 120 999000 999 937.17 6.333333e+02 6.000000e+02 1 57
BM2_185 5 TeddyGrahamschocolate.bmp 9.381524e+02 12 999000 120 999000 999 939.17 6.333333e+02 6.000000e+02 29 56
BM2_185 5 FigNewton_small.bmp 9.411594e+02 11 9.652455e+02 110 6.334231e+02 98 942.17 6.500000e+02 6.000000e+02 16 16
BM2_185 5 Fritos.bmp 9.451599e+02 22 8.207818e+02 220 6.001313e+02 98 946.18 6.500000e+02 6.166667e+02 41 18
BM2_185 5 Cheetos.bmp 9.471620e+02 22 8.266050e+02 220 6.167972e+02 98 948.18 6.500000e+02 6.333333e+02 45 8
BM2_185 5 SnoBall.bmp 9.521509e+02 22 8.377430e+02 220 6.334536e+02 98 953.17 6.500000e+02 6.500000e+02 50 52
BM2_185 5 PayDay.bmp 9.541531e+02 24 999000 240 999000 999 955.17 6.500000e+02 6.500000e+02 40 41
BM2_185 5 Nutterbutter.bmp 9.581600e+02 12 999000 120 999000 999 959.17 6.500000e+02 6.500000e+02 4 39
BM2_185 5 Milkduds.bmp 9.611605e+02 24 999000 240 999000 999 962.18 6.500000e+02 6.500000e+02 39 36
BM2_185 5 Milano.bmp 9.641639e+02 12 999000 120 999000 999 965.18 6.500000e+02 6.500000e+02 5 35
