subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 9 Oreos.bmp 1.624293e+03 11 1.047513e+03 1100 6.834388e+02 98 1625.31 6.333333e+02 7.166667e+02 8 40
BM2_185 9 Goldfish.bmp 1.626294e+03 12 999000 120 999000 999 1627.31 6.333333e+02 7.166667e+02 22 23
BM2_185 9 BabyRuth.bmp 1.630299e+03 11 9.381134e+02 110 6.334347e+02 98 1631.32 6.500000e+02 7.166667e+02 23 5
BM2_185 9 Nutterbutter.bmp 1.632284e+03 12 999000 120 999000 999 1633.30 6.500000e+02 7.166667e+02 4 39
BM2_185 9 Almondjoy.bmp 1.636293e+03 11 8.715834e+02 110 6.501064e+02 98 1637.31 6.666667e+02 7.166667e+02 19 3
BM2_185 9 Slimjim.bmp 1.640294e+03 12 999000 120 999000 999 1641.31 6.666667e+02 7.166667e+02 10 50
BM2_185 9 CheesyDoritos.bmp 1.643296e+03 24 999000 240 999000 999 1644.31 6.666667e+02 7.166667e+02 48 7
BM2_185 9 Snickers.bmp 1.649286e+03 12 999000 120 999000 999 1650.30 6.666667e+02 7.166667e+02 26 51
BM2_185 9 Streusel.bmp 1.651293e+03 12 999000 120 999000 999 1652.31 6.666667e+02 7.166667e+02 13 55
BM2_185 9 Funyuns_small.bmp 1.655293e+03 24 999000 240 999000 999 1656.31 6.666667e+02 7.166667e+02 36 20
BM2_185 9 Skittles.bmp 1.657294e+03 12 999000 120 999000 999 1658.31 6.666667e+02 7.166667e+02 7 49
BM2_185 9 Butterfinger.bmp 1.659297e+03 24 999000 240 999000 999 1660.31 6.666667e+02 7.166667e+02 44 6
BM2_185 9 Sourpatch.bmp 1.661299e+03 11 9.380470e+02 110 6.667647e+02 98 1662.32 6.833333e+02 7.166667e+02 12 54
BM2_185 9 MrGoodbar.bmp 1.666287e+03 24 1.429228e+03 24 999000 98 1667.31 6.833333e+02 7.166667e+02 32 38
BM2_185 9 PayDay.bmp 1.668294e+03 24 999000 240 999000 999 1669.31 6.833333e+02 7.166667e+02 40 41
BM2_185 9 SourSkittles.bmp 1.670294e+03 22 1.038997e+03 2200 7.167583e+02 98 1671.31 6.833333e+02 6.666667e+02 46 53
BM2_185 9 Jollyranchergreen.bmp 1.673295e+03 24 999000 240 999000 999 1674.31 6.833333e+02 6.666667e+02 57 28
BM2_185 9 PringlesRed.bmp 1.676298e+03 24 999000 240 999000 999 1677.32 6.833333e+02 6.666667e+02 35 45
BM2_185 9 FigNewton_small.bmp 1.680286e+03 11 9.108970e+02 110 6.834316e+02 98 1681.30 7.000000e+02 6.666667e+02 16 16
BM2_185 9 RitzBitz2.bmp 1.682293e+03 12 999000 120 999000 999 1683.31 7.000000e+02 6.666667e+02 14 48
BM2_185 9 Milkduds.bmp 1.684293e+03 24 999000 240 999000 999 1685.31 7.000000e+02 6.666667e+02 39 36
BM2_185 9 KitKat_small.bmp 1.687293e+03 24 999000 240 999000 999 1688.31 7.000000e+02 6.666667e+02 52 31
BM2_185 9 Reeses.bmp 1.690297e+03 24 999000 240 999000 999 1691.31 7.000000e+02 6.666667e+02 58 46
BM2_185 9 PeanutMMs.bmp 1.692299e+03 24 999000 240 999000 999 1693.32 7.000000e+02 6.666667e+02 47 42
BM2_185 9 PopTartsCinnamon.bmp 1.694284e+03 11 9.682340e+02 110 7.000961e+02 98 1695.30 7.166667e+02 6.666667e+02 11 43
BM2_185 9 3Musketeers.bmp 1.696286e+03 12 999000 120 999000 999 1697.30 7.166667e+02 6.666667e+02 24 2
BM2_185 9 Chocolate_mm.bmp 1.701294e+03 24 999000 240 999000 999 1702.31 7.166667e+02 6.666667e+02 33 11
BM2_185 9 Laffytaffyred_one.bmp 1.703294e+03 24 999000 240 999000 999 1704.31 7.166667e+02 6.666667e+02 37 32
BM2_185 9 Toberlorone.bmp 1.705296e+03 12 999000 120 999000 999 1706.31 7.166667e+02 6.666667e+02 1 57
BM2_185 9 Laysclassic.bmp 1.707298e+03 22 9.463975e+02 220 6.667747e+02 98 1708.32 7.166667e+02 6.833333e+02 38 33
BM2_185 9 TeddyGrahamschocolate.bmp 1.714293e+03 12 999000 120 999000 999 1715.31 7.166667e+02 6.833333e+02 29 56
BM2_185 9 Milano.bmp 1.716293e+03 12 999000 120 999000 999 1717.31 7.166667e+02 6.833333e+02 5 35
BM2_185 9 Ghiradelli_milk.bmp 1.723299e+03 12 999000 120 999000 999 1724.32 7.166667e+02 6.833333e+02 3 21
BM2_185 9 Cheetos.bmp 1.726285e+03 22 1.007314e+03 2200 6.834415e+02 98 1727.30 7.166667e+02 6.333333e+02 45 8
BM2_185 9 100grand_small.bmp 1.729293e+03 12 999000 120 999000 999 1730.31 7.166667e+02 6.333333e+02 27 1
BM2_185 9 Cupcakes.bmp 1.735295e+03 22 9.176121e+02 220 6.334641e+02 98 1736.31 7.166667e+02 6.500000e+02 42 12
BM2_185 9 FlamingCheetos.bmp 1.737297e+03 24 999000 240 999000 999 1738.31 7.166667e+02 6.500000e+02 31 17
