subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 11 Whatchamacallit.bmp 1.980660e+03 24 4.809309e+02 24 999000 98 1981.68 5.833333e+02 6.833333e+02 43 60
BM2_185 11 Slimjim.bmp 1.982662e+03 12 999000 120 999000 999 1983.68 5.833333e+02 6.833333e+02 10 50
BM2_185 11 Skittles.bmp 1.984668e+03 12 999000 120 999000 999 1985.68 5.833333e+02 6.833333e+02 7 49
BM2_185 11 Ghiradelli_milk_Almonds.bmp 1.989669e+03 12 999000 120 999000 999 1990.69 5.833333e+02 6.833333e+02 2 22
BM2_185 11 KitKat_small.bmp 1.993658e+03 24 999000 240 999000 999 1994.67 5.833333e+02 6.833333e+02 52 31
BM2_185 11 Funyuns_small.bmp 1.997661e+03 24 999000 240 999000 999 1998.68 5.833333e+02 6.833333e+02 36 20
BM2_185 11 Jollyranchergreen.bmp 2.003668e+03 24 999000 240 999000 999 2004.69 5.833333e+02 6.833333e+02 57 28
BM2_185 11 Milkduds.bmp 2.005670e+03 24 999000 240 999000 999 2006.69 5.833333e+02 6.833333e+02 39 36
BM2_185 11 Toberlorone.bmp 2.007672e+03 12 999000 120 999000 999 2008.69 5.833333e+02 6.833333e+02 1 57
BM2_185 11 Laffytaffyred_one.bmp 2.009658e+03 24 999000 240 999000 999 2010.68 5.833333e+02 6.833333e+02 37 32
BM2_185 11 Hersheymilk_several.bmp 2.011660e+03 24 999000 240 999000 999 2012.68 5.833333e+02 6.833333e+02 60 26
BM2_185 11 FamousAmos_small.bmp 2.015668e+03 12 999000 120 999000 999 2016.68 5.833333e+02 6.833333e+02 18 15
BM2_185 11 RitzBitz2.bmp 2.017668e+03 12 999000 120 999000 999 2018.68 5.833333e+02 6.833333e+02 14 48
BM2_185 11 Goldfish.bmp 2.021671e+03 12 999000 120 999000 999 2022.69 5.833333e+02 6.833333e+02 22 23
BM2_185 11 MrGoodbar.bmp 2.023673e+03 24 999000 240 999000 999 2024.69 5.833333e+02 6.833333e+02 32 38
BM2_185 11 ChipsAhoy_small.bmp 2.025658e+03 12 999000 120 999000 999 2026.68 5.833333e+02 6.833333e+02 9 10
BM2_185 11 PopTartsStrawberry.bmp 2.027660e+03 11 8.882682e+02 110 5.834399e+02 98 2028.68 6.000000e+02 6.833333e+02 20 44
BM2_185 11 Granolabar.bmp 2.032667e+03 24 999000 240 999000 999 2033.68 6.000000e+02 6.833333e+02 34 24
BM2_185 11 HoHo.bmp 2.034668e+03 11 8.887758e+02 110 6.000993e+02 98 2035.69 6.166667e+02 6.833333e+02 15 27
BM2_185 11 Keeblerfudgestripes.bmp 2.036670e+03 12 999000 120 999000 999 2037.69 6.166667e+02 6.833333e+02 6 30
BM2_185 11 PeanutMMs.bmp 2.039673e+03 24 999000 240 999000 999 2040.69 6.166667e+02 6.833333e+02 47 42
BM2_185 11 CheesyDoritos.bmp 2.046667e+03 24 999000 240 999000 999 2047.68 6.166667e+02 6.833333e+02 48 7
BM2_185 11 100grand_small.bmp 2.050668e+03 12 999000 120 999000 999 2051.69 6.166667e+02 6.833333e+02 27 1
BM2_185 11 Cheezits.bmp 2.057659e+03 12 999000 120 999000 999 2058.68 6.166667e+02 6.833333e+02 28 9
BM2_185 11 Reeses.bmp 2.059661e+03 24 999000 240 999000 999 2060.68 6.166667e+02 6.833333e+02 58 46
BM2_185 11 Cupcakes.bmp 2.063668e+03 22 1.017008e+03 2200 6.834348e+02 98 2064.68 6.166667e+02 6.333333e+02 42 12
BM2_185 11 Twix.bmp 2.067670e+03 12 999000 120 999000 999 2068.69 6.166667e+02 6.333333e+02 30 59
BM2_185 11 SnoBall.bmp 2.069673e+03 22 9.481403e+02 220 6.334436e+02 98 2070.69 6.166667e+02 6.500000e+02 50 52
BM2_185 11 Nutterbutter.bmp 2.073660e+03 12 999000 120 999000 999 2074.68 6.166667e+02 6.500000e+02 4 39
BM2_185 11 PringlesRed.bmp 2.075662e+03 24 999000 240 999000 999 2076.68 6.166667e+02 6.500000e+02 35 45
BM2_185 11 Doritosranch.bmp 2.077668e+03 22 9.204675e+02 220 6.501088e+02 98 2078.68 6.166667e+02 6.666667e+02 49 13
BM2_185 11 Chocolate_mm.bmp 2.083671e+03 24 999000 240 999000 999 2084.69 6.166667e+02 6.666667e+02 33 11
BM2_185 11 Ghiradelli_milk.bmp 2.085673e+03 12 999000 120 999000 999 2086.69 6.166667e+02 6.666667e+02 3 21
BM2_185 11 Laysclassic.bmp 2.088660e+03 22 9.690320e+02 220 6.667888e+02 98 2089.68 6.166667e+02 6.833333e+02 38 33
BM2_185 11 Lollipopred.bmp 2.091668e+03 24 999000 240 999000 999 2092.68 6.166667e+02 6.833333e+02 55 34
BM2_185 11 Jollyrancherred.bmp 2.093668e+03 24 999000 240 999000 999 2094.68 6.166667e+02 6.833333e+02 56 29
BM2_185 11 PayDay.bmp 2.095668e+03 24 999000 240 999000 999 2096.68 6.166667e+02 6.833333e+02 40 41
BM2_185 11 Snickers.bmp 2.097669e+03 12 999000 120 999000 999 2098.69 6.166667e+02 6.833333e+02 26 51
BM2_185 11 FlamingCheetos.bmp 2.103659e+03 24 999000 240 999000 999 2104.68 6.166667e+02 6.833333e+02 31 17
BM2_185 11 AnimalCrackers.bmp 2.105661e+03 12 999000 120 999000 999 2106.68 6.166667e+02 6.833333e+02 21 4
BM2_185 11 Riprolls.bmp 2.107668e+03 22 9.764769e+02 220 6.834447e+02 98 2108.68 6.166667e+02 7.000000e+02 53 47
BM2_185 11 Almondjoy.bmp 2.109667e+03 11 8.573174e+02 110 6.168079e+02 98 2110.68 6.333333e+02 7.000000e+02 19 3
BM2_185 11 BabyRuth.bmp 2.112669e+03 11 8.479605e+02 110 6.334463e+02 98 2113.69 6.500000e+02 7.000000e+02 23 5
BM2_185 11 SourSkittles.bmp 2.115672e+03 22 1.020596e+03 2200 7.001213e+02 98 2116.69 6.500000e+02 6.500000e+02 46 53
