subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?	
BMI_bfr_127	2	22	72	1	1	1.39E+02	 148.jpg	 i	9.09E-01	5	0	 
BMI_bfr_127	2	87	73	0	0	1.41E+02	 259.jpg	 u	6.13E-01	0	0	 
BMI_bfr_127	2	25	74	1	1	1.43E+02	 153.jpg	 i	1.01E+00	10	0	 
BMI_bfr_127	2	71	75	0	0	1.45E+02	 243.jpg	 u	5.72E-01	0	0	 
BMI_bfr_127	2	72	76	0	0	1.47E+02	 244.jpg	 u	5.30E-01	0	0	 
BMI_bfr_127	2	2	77	1	1	1.48E+02	 102.jpg	 i	6.89E-01	8	1	 
BMI_bfr_127	2	1	78	1	1	1.50E+02	 101.jpg	 i	7.05E-01	17	1	 
BMI_bfr_127	2	67	79	0	0	1.52E+02	 239.jpg	 u	1.38E+00	0	0	 
BMI_bfr_127	2	51	80	0	0	1.54E+02	 223.jpg	 u	1.13E+00	0	0	 
BMI_bfr_127	2	45	81	0	1	1.56E+02	 217.jpg	 i	7.09E-01	0	0	 
BMI_bfr_127	2	85	82	0	0	1.58E+02	 257.jpg	 u	6.12E-01	0	0	 
BMI_bfr_127	2	24	83	1	1	1.60E+02	 152.jpg	 i	1.40E+00	16	1	 
BMI_bfr_127	2	74	84	0	0	1.62E+02	 246.jpg	 u	6.59E-01	0	0	 
BMI_bfr_127	2	59	85	0	0	1.64E+02	 231.jpg	 u	6.05E-01	0	0	 
BMI_bfr_127	2	14	86	1	1	1.65E+02	 134.jpg	 i	1.34E+00	46	1	 
BMI_bfr_127	2	86	87	0	0	1.68E+02	 258.jpg	 u	5.67E-01	0	0	 
BMI_bfr_127	2	30	88	0	0	1.69E+02	 202.jpg	 u	5.96E-01	0	0	 
