subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_061 arizona 2 28 FamousAmos_small.bmp 1.344037e+02 22 999 220 999 999 135.62 8.833333e+02 9.333333e+02 46 15 0.760000
BMS_061 arizona 2 29 Goldfish.bmp 1.392039e+02 22 999 220 999 999 140.42 8.833333e+02 9.333333e+02 40 23 1.006667
BMS_061 arizona 2 30 AnimalCrackers.bmp 1.440040e+02 22 999 220 999 999 145.22 8.833333e+02 9.333333e+02 55 4 0.293333
BMS_061 arizona 2 31 Reeses.bmp 1.488041e+02 21 1.164796e+00 210 9.334206e-01 98 150.02 8.833333e+02 9.500000e+02 43 45 0.886667
BMS_061 arizona 2 32 Snickers.bmp 1.536043e+02 12 999 120 999 999 154.82 8.833333e+02 9.500000e+02 17 50 2.000000
BMS_061 arizona 2 33 3Musketeers.bmp 1.584044e+02 21 1.157423e+00 210 9.501093e-01 98 159.62 8.833333e+02 9.666667e+02 39 2 1.013333
BMS_061 arizona 2 34 Skittles.bmp 1.632045e+02 12 999 120 999 999 164.42 8.833333e+02 9.666667e+02 15 48 2.006667
BMS_061 arizona 2 35 SourSkittles.bmp 1.680047e+02 11 1.131254e+00 110 8.834483e-01 98 169.22 9.000000e+02 9.666667e+02 8 51 2.200000
BMS_061 arizona 2 36 Hersheymilk_several.bmp 1.728048e+02 12 999 120 999 999 174.02 9.000000e+02 9.666667e+02 5 26 2.540000
BMS_061 arizona 2 37 Redvines_small.bmp 1.776049e+02 21 1.162981e+00 210 9.667531e-01 98 178.82 9.000000e+02 9.833333e+02 49 44 0.553333
BMS_061 arizona 2 38 Toberlorone.bmp 1.824051e+02 12 999 120 999 999 183.62 9.000000e+02 9.833333e+02 3 54 2.940000
BMS_061 arizona 2 39 FrootLoops.bmp 1.872052e+02 22 999 220 999 999 188.42 9.000000e+02 9.833333e+02 51 19 0.466667
BMS_061 arizona 2 40 FamousAmos_small.bmp 1.920054e+02 22 999 220 999 999 193.22 9.000000e+02 9.833333e+02 46 15 0.760000
BMS_061 arizona 2 41 Cheetos.bmp 1.968055e+02 12 999 120 999 999 198.02 9.000000e+02 9.833333e+02 9 8 2.066667
BMS_061 arizona 2 42 100grand_small.bmp 2.016056e+02 11 1.124233e+00 110 9.001025e-01 98 202.82 9.166667e+02 9.833333e+02 14 1 2.020000
BMS_061 arizona 2 43 Sourpatch.bmp 2.064058e+02 12 999 120 999 999 207.62 9.166667e+02 9.833333e+02 6 52 2.453333
BMS_061 arizona 2 44 Cheezits.bmp 2.112059e+02 21 1.280043e+00 2100 9.834471e-01 98 212.42 9.166667e+02 9.333333e+02 45 9 0.813333
BMS_061 arizona 2 45 Milkduds.bmp 2.160060e+02 12 999 120 999 999 217.22 9.166667e+02 9.333333e+02 21 34 1.786667
BMS_061 arizona 2 46 FigNewton_small.bmp 2.208061e+02 22 999 220 999 999 222.02 9.166667e+02 9.333333e+02 33 16 1.086667
BMS_061 arizona 2 47 MrGoodbar.bmp 2.256063e+02 22 999 220 999 999 226.82 9.166667e+02 9.333333e+02 42 36 0.960000
BMS_061 arizona 2 48 TeddyGrahamschocolate.bmp 2.304064e+02 22 999 220 999 999 231.62 9.166667e+02 9.333333e+02 48 53 0.613333
BMS_061 arizona 2 49 Oreos.bmp 2.352065e+02 22 999 220 999 999 236.42 9.166667e+02 9.333333e+02 52 38 0.360000
BMS_061 arizona 2 50 AnimalCrackers.bmp 2.400067e+02 22 999 220 999 999 241.22 9.166667e+02 9.333333e+02 55 4 0.293333
BMS_061 arizona 2 51 KitKat_small.bmp 2.448068e+02 12 999 120 999 999 246.02 9.166667e+02 9.333333e+02 11 29 2.040000
BMS_061 arizona 2 52 Whatchamacallit.bmp 2.496070e+02 22 999 220 999 999 250.82 9.166667e+02 9.333333e+02 54 56 0.300000
BMS_061 arizona 2 53 Twix.bmp 2.544071e+02 11 1.127857e+00 110 9.167520e-01 98 255.62 9.333333e+02 9.333333e+02 12 55 2.033333
BMS_061 arizona 2 54 Snickers.bmp 2.592072e+02 12 999 120 999 999 260.42 9.333333e+02 9.333333e+02 17 50 2.000000
BMS_061 arizona 2 55 Nutterbutter.bmp 2.640073e+02 22 999 220 999 999 265.22 9.333333e+02 9.333333e+02 34 37 1.066667
BMS_061 arizona 2 56 Chocolate_mm.bmp 2.688075e+02 22 999 220 999 999 270.02 9.333333e+02 9.333333e+02 37 11 1.020000
BMS_061 arizona 2 57 Reeses.bmp 2.736076e+02 21 1.173222e+00 210 9.334499e-01 98 274.82 9.333333e+02 9.500000e+02 43 45 0.886667
BMS_061 arizona 2 58 Butterfinger.bmp 2.784078e+02 11 1.161141e+00 110 9.334407e-01 98 279.62 9.500000e+02 9.500000e+02 18 6 1.986667
BMS_061 arizona 2 59 Keeblerfudgestripes.bmp 2.832079e+02 12 999 120 999 999 284.42 9.500000e+02 9.500000e+02 20 28 1.933333
BMS_061 arizona 2 60 ChipsAhoy_small.bmp 2.880080e+02 12 999 120 999 999 289.22 9.500000e+02 9.500000e+02 23 10 1.620000
BMS_061 arizona 2 61 PopTartsCinnamon.bmp 2.928082e+02 22 999 220 999 999 294.02 9.500000e+02 9.500000e+02 36 41 1.046667
BMS_061 arizona 2 62 Goldfish.bmp 2.976083e+02 22 999 220 999 999 298.82 9.500000e+02 9.500000e+02 40 23 1.006667
BMS_061 arizona 2 63 MilkyWay.bmp 3.024084e+02 12 999 120 999 999 303.63 9.500000e+02 9.500000e+02 24 35 1.586667
BMS_061 arizona 2 64 Ghiradelli_milk.bmp 3.072085e+02 12 999 120 999 999 308.43 9.500000e+02 9.500000e+02 2 21 2.960000
