subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_061 arizona 5 32 AnimalCrackers.bmp 1.536209e+02 22 999 220 999 999 154.84 9.500000e+02 8.833333e+02 55 4 0.293333
BMS_061 arizona 5 33 Redvines_small.bmp 1.584044e+02 21 1.096918e+00 210 8.834531e-01 98 159.62 9.500000e+02 9.000000e+02 49 44 0.553333
BMS_061 arizona 5 34 Toberlorone.bmp 1.632045e+02 12 999 120 999 999 164.42 9.500000e+02 9.000000e+02 3 54 2.940000
BMS_061 arizona 5 35 Cheetos.bmp 1.680213e+02 12 999 120 999 999 169.24 9.500000e+02 9.000000e+02 9 8 2.066667
BMS_061 arizona 5 36 3Musketeers.bmp 1.728048e+02 21 1.081498e+00 210 9.000973e-01 98 174.02 9.500000e+02 9.166667e+02 39 2 1.013333
BMS_061 arizona 5 37 SourSkittles.bmp 1.776216e+02 11 1.175703e+00 110 9.500831e-01 98 178.84 9.666667e+02 9.166667e+02 8 51 2.200000
BMS_061 arizona 5 38 Twix.bmp 1.824051e+02 11 1.179148e+00 110 9.667631e-01 98 183.62 9.833333e+02 9.166667e+02 12 55 2.033333
BMS_061 arizona 5 39 Keeblerfudgestripes.bmp 1.872052e+02 12 999 120 999 999 188.42 9.833333e+02 9.166667e+02 20 28 1.933333
BMS_061 arizona 5 40 FamousAmos_small.bmp 1.920053e+02 22 999 220 999 999 193.22 9.833333e+02 9.166667e+02 46 15 0.760000
BMS_061 arizona 5 41 AnimalCrackers.bmp 1.968222e+02 22 999 220 999 999 198.04 9.833333e+02 9.166667e+02 55 4 0.293333
BMS_061 arizona 5 42 Nutterbutter.bmp 2.016056e+02 22 999 220 999 999 202.82 9.833333e+02 9.166667e+02 34 37 1.066667
BMS_061 arizona 5 43 Hersheymilk_several.bmp 2.064058e+02 12 999 120 999 999 207.62 9.833333e+02 9.166667e+02 5 26 2.540000
BMS_061 arizona 5 44 Reeses.bmp 2.112059e+02 21 1.112453e+00 210 9.167787e-01 98 212.42 9.833333e+02 9.333333e+02 43 45 0.886667
BMS_061 arizona 5 45 Skittles.bmp 2.160060e+02 12 999 120 999 999 217.22 9.833333e+02 9.333333e+02 15 48 2.006667
BMS_061 arizona 5 46 TeddyGrahamschocolate.bmp 2.208228e+02 22 999 220 999 999 222.04 9.833333e+02 9.333333e+02 48 53 0.613333
BMS_061 arizona 5 47 Cheezits.bmp 2.256063e+02 21 1.143090e+00 210 9.334287e-01 98 226.82 9.833333e+02 9.500000e+02 45 9 0.813333
BMS_061 arizona 5 48 100grand_small.bmp 2.304231e+02 11 1.215158e+00 1100 9.834099e-01 98 231.64 9.333333e+02 9.500000e+02 14 1 2.020000
BMS_061 arizona 5 49 Chocolate_mm.bmp 2.352065e+02 22 999 220 999 999 236.42 9.333333e+02 9.500000e+02 37 11 1.020000
BMS_061 arizona 5 50 Snickers.bmp 2.400067e+02 12 999 120 999 999 241.22 9.333333e+02 9.500000e+02 17 50 2.000000
BMS_061 arizona 5 51 Ghiradelli_milk.bmp 2.448068e+02 12 999 120 999 999 246.02 9.333333e+02 9.500000e+02 2 21 2.960000
BMS_061 arizona 5 52 MrGoodbar.bmp 2.496070e+02 22 999 220 999 999 250.82 9.333333e+02 9.500000e+02 42 36 0.960000
BMS_061 arizona 5 53 Sourpatch.bmp 2.544071e+02 12 999 120 999 999 255.62 9.333333e+02 9.500000e+02 6 52 2.453333
BMS_061 arizona 5 54 Goldfish.bmp 2.592072e+02 22 999 220 999 999 260.42 9.333333e+02 9.500000e+02 40 23 1.006667
BMS_061 arizona 5 55 FrootLoops.bmp 2.640074e+02 22 999 220 999 999 265.22 9.333333e+02 9.500000e+02 51 19 0.466667
BMS_061 arizona 5 56 Oreos.bmp 2.688242e+02 22 999 220 999 999 270.04 9.333333e+02 9.500000e+02 52 38 0.360000
BMS_061 arizona 5 57 Milkduds.bmp 2.736076e+02 12 999 120 999 999 274.82 9.333333e+02 9.500000e+02 21 34 1.786667
BMS_061 arizona 5 58 Butterfinger.bmp 2.784078e+02 11 1.127538e+00 110 9.334535e-01 98 279.64 9.500000e+02 9.500000e+02 18 6 1.986667
BMS_061 arizona 5 59 PopTartsCinnamon.bmp 2.832079e+02 22 999 220 999 999 284.42 9.500000e+02 9.500000e+02 36 41 1.046667
BMS_061 arizona 5 60 ChipsAhoy_small.bmp 2.880080e+02 12 999 120 999 999 289.22 9.500000e+02 9.500000e+02 23 10 1.620000
BMS_061 arizona 5 61 Whatchamacallit.bmp 2.928082e+02 22 999 220 999 999 294.02 9.500000e+02 9.500000e+02 54 56 0.300000
BMS_061 arizona 5 62 KitKat_small.bmp 2.976083e+02 12 999 120 999 999 298.83 9.500000e+02 9.500000e+02 11 29 2.040000
BMS_061 arizona 5 63 MilkyWay.bmp 3.024084e+02 12 999 120 999 999 303.63 9.500000e+02 9.500000e+02 24 35 1.586667
BMS_061 arizona 5 64 FigNewton_small.bmp 3.072086e+02 22 999 220 999 999 308.43 9.500000e+02 9.500000e+02 33 16 1.086667
