subjid test_comp runnum runtrial itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_061 arizona 6 22 FamousAmos_small.bmp 1.056029e+02 22 999 220 999 999 106.82 9.166667e+02 1.000000e+03 46 15 0.760000
BMS_061 arizona 6 23 Milkduds.bmp 1.104031e+02 12 999 120 999 999 111.62 9.166667e+02 1.000000e+03 21 34 1.786667
BMS_061 arizona 6 24 3Musketeers.bmp 1.152032e+02 21 1.221767e+00 2100 1.000093e+00 98 116.42 9.166667e+02 9.500000e+02 39 2 1.013333
BMS_061 arizona 6 25 MrGoodbar.bmp 1.200033e+02 22 999 220 999 999 121.22 9.166667e+02 9.500000e+02 42 36 0.960000
BMS_061 arizona 6 26 Butterfinger.bmp 1.248035e+02 11 1.193492e+00 110 9.167876e-01 98 126.02 9.333333e+02 9.500000e+02 18 6 1.986667
BMS_061 arizona 6 27 Toberlorone.bmp 1.296036e+02 12 999 120 999 999 130.82 9.333333e+02 9.500000e+02 3 54 2.940000
BMS_061 arizona 6 28 Goldfish.bmp 1.344037e+02 22 999 220 999 999 135.62 9.333333e+02 9.500000e+02 40 23 1.006667
BMS_061 arizona 6 29 Whatchamacallit.bmp 1.392039e+02 22 999 220 999 999 140.42 9.333333e+02 9.500000e+02 54 56 0.300000
BMS_061 arizona 6 30 100grand_small.bmp 1.440040e+02 11 1.163940e+00 110 9.334500e-01 98 145.22 9.500000e+02 9.500000e+02 14 1 2.020000
BMS_061 arizona 6 31 Cheetos.bmp 1.488041e+02 12 999 120 999 999 150.02 9.500000e+02 9.500000e+02 9 8 2.066667
BMS_061 arizona 6 32 FigNewton_small.bmp 1.536043e+02 22 999 220 999 999 154.82 9.500000e+02 9.500000e+02 33 16 1.086667
BMS_061 arizona 6 33 MrGoodbar.bmp 1.584211e+02 22 999 220 999 999 159.64 9.500000e+02 9.500000e+02 42 36 0.960000
BMS_061 arizona 6 34 MilkyWay.bmp 1.632046e+02 12 999 120 999 999 164.42 9.500000e+02 9.500000e+02 24 35 1.586667
BMS_061 arizona 6 35 TeddyGrahamschocolate.bmp 1.680047e+02 22 999 220 999 999 169.22 9.500000e+02 9.500000e+02 48 53 0.613333
BMS_061 arizona 6 36 Nutterbutter.bmp 1.728048e+02 22 999 220 999 999 174.02 9.500000e+02 9.500000e+02 34 37 1.066667
BMS_061 arizona 6 37 Skittles.bmp 1.776049e+02 12 999 120 999 999 178.82 9.500000e+02 9.500000e+02 15 48 2.006667
BMS_061 arizona 6 38 Snickers.bmp 1.824051e+02 12 999 120 999 999 183.62 9.500000e+02 9.500000e+02 17 50 2.000000
BMS_061 arizona 6 39 SourSkittles.bmp 1.872052e+02 11 1.150755e+00 110 9.500984e-01 98 188.44 9.666667e+02 9.500000e+02 8 51 2.200000
BMS_061 arizona 6 40 Keeblerfudgestripes.bmp 1.920054e+02 12 999 120 999 999 193.22 9.666667e+02 9.500000e+02 20 28 1.933333
BMS_061 arizona 6 41 Reeses.bmp 1.968055e+02 21 1.180456e+00 210 9.501036e-01 98 198.02 9.666667e+02 9.666667e+02 43 45 0.886667
BMS_061 arizona 6 42 PopTartsCinnamon.bmp 2.016056e+02 22 999 220 999 999 202.82 9.666667e+02 9.666667e+02 36 41 1.046667
BMS_061 arizona 6 43 Milkduds.bmp 2.064058e+02 12 999 120 999 999 207.62 9.666667e+02 9.666667e+02 21 34 1.786667
BMS_061 arizona 6 44 Cheezits.bmp 2.112059e+02 21 1.152928e+00 210 9.667858e-01 98 212.42 9.666667e+02 9.833333e+02 45 9 0.813333
BMS_061 arizona 6 45 FrootLoops.bmp 2.160060e+02 22 999 220 999 999 217.22 9.666667e+02 9.833333e+02 51 19 0.466667
BMS_061 arizona 6 46 ChipsAhoy_small.bmp 2.208061e+02 12 999 120 999 999 222.02 9.666667e+02 9.833333e+02 23 10 1.620000
BMS_061 arizona 6 47 FigNewton_small.bmp 2.256230e+02 22 999 220 999 999 226.84 9.666667e+02 9.833333e+02 33 16 1.086667
BMS_061 arizona 6 48 3Musketeers.bmp 2.304064e+02 21 1.182516e+00 210 9.834430e-01 98 231.62 9.666667e+02 1.000000e+03 39 2 1.013333
BMS_061 arizona 6 49 Sourpatch.bmp 2.352066e+02 12 999 120 999 999 236.42 9.666667e+02 1.000000e+03 6 52 2.453333
BMS_061 arizona 6 50 Butterfinger.bmp 2.400234e+02 11 1.187508e+00 110 9.667843e-01 98 241.24 9.833333e+02 1.000000e+03 18 6 1.986667
BMS_061 arizona 6 51 Ghiradelli_milk.bmp 2.448068e+02 12 999 120 999 999 246.02 9.833333e+02 1.000000e+03 2 21 2.960000
BMS_061 arizona 6 52 Cheetos.bmp 2.496070e+02 12 999 120 999 999 250.82 9.833333e+02 1.000000e+03 9 8 2.066667
BMS_061 arizona 6 53 AnimalCrackers.bmp 2.544238e+02 22 999 220 999 999 255.64 9.833333e+02 1.000000e+03 55 4 0.293333
BMS_061 arizona 6 54 Hersheymilk_several.bmp 2.592072e+02 12 3.677557e-01 12 999 98 260.42 9.833333e+02 1.000000e+03 5 26 2.540000
BMS_061 arizona 6 55 Chocolate_mm.bmp 2.640073e+02 22 999 220 999 999 265.22 9.833333e+02 1.000000e+03 37 11 1.020000
BMS_061 arizona 6 56 Twix.bmp 2.688075e+02 11 1.182493e+00 110 9.834193e-01 98 270.04 1.000000e+03 1.000000e+03 12 55 2.033333
BMS_061 arizona 6 57 Redvines_small.bmp 2.736076e+02 21 1.280301e+00 2100 1.000124e+00 98 274.82 1.000000e+03 9.500000e+02 49 44 0.553333
BMS_061 arizona 6 58 Goldfish.bmp 2.784078e+02 22 999 220 999 999 279.62 1.000000e+03 9.500000e+02 40 23 1.006667
BMS_061 arizona 6 59 Oreos.bmp 2.832079e+02 22 999 220 999 999 284.42 1.000000e+03 9.500000e+02 52 38 0.360000
BMS_061 arizona 6 60 FamousAmos_small.bmp 2.880080e+02 22 999 220 999 999 289.22 1.000000e+03 9.500000e+02 46 15 0.760000
BMS_061 arizona 6 61 Toberlorone.bmp 2.928082e+02 12 999 120 999 999 294.02 1.000000e+03 9.500000e+02 3 54 2.940000
BMS_061 arizona 6 62 Whatchamacallit.bmp 2.976083e+02 22 999 220 999 999 298.83 1.000000e+03 9.500000e+02 54 56 0.300000
BMS_061 arizona 6 63 KitKat_small.bmp 3.024084e+02 12 999 120 999 999 303.63 1.000000e+03 9.500000e+02 11 29 2.040000
BMS_061 arizona 6 64 100grand_small.bmp 3.072086e+02 11 1.211286e+00 1100 1.000091e+00 98 308.43 9.500000e+02 9.500000e+02 14 1 2.020000
